token,share,exchange,price,average_buy,a_next_buy_price,a_quant_to_buy,a_quant_to_buy_perc,b_stop_loss_price,action,action_quantity,timestamp,order_id,order_status
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.487777,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.517767,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.517767,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.528775,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.528775,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.538809,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.538809,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.548200,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.548200,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.559237,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.559237,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.569557,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.569557,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.579594,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.579594,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.590081,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.590081,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.600791,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.600791,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.611756,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.611756,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.621806,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.621806,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.631815,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.631815,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.641813,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.641813,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.651848,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.651848,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.661838,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.661838,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.671902,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.671902,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.681869,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.681869,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.692778,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.692778,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.702719,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.702719,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.712744,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.712744,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.722213,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.722213,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.733094,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.733094,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.743478,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.743478,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.753059,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.753059,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.764089,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.764089,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.773485,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.773485,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.784070,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.784070,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.798645,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.798645,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.810159,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.810159,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.820709,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.820709,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.831081,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.831081,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.842054,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.842054,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.852842,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.852842,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.862853,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.862853,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.872826,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.872826,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.882824,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.882824,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.892807,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.892807,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.903435,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.903435,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.912366,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.912366,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.923208,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.923208,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.934573,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.934573,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.944868,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.944868,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.954951,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.954951,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.965178,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.965178,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.975150,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.975150,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.985511,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.985511,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.994826,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:45:00.994826,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.006701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.006701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.016701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.016701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.026701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.026701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.036701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.036701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.046701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.046701,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.056713,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.056713,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.065748,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.065748,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.074748,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.074748,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.084713,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.084713,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.093725,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.093725,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.105714,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.105714,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.116771,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.116771,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.125793,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.125793,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.135759,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.135759,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.144756,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.144756,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.154078,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.154078,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.163014,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.163014,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.173259,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.173259,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.183465,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.183465,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.192377,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.192377,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.202051,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.202051,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.211108,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.211108,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.222327,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.222327,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.231675,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.231675,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.240671,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.240671,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.249675,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.249675,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.259912,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.259912,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.268947,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.268947,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.278886,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.278886,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.287926,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.287926,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.296764,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.296764,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.306730,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.306730,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.315765,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.315765,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.325466,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.325466,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.334474,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.334474,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.343458,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.343458,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.353183,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.353183,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.362459,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.362459,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.371513,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.371513,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.380501,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.380501,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.390368,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.390368,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.400042,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.400042,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.408950,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.408950,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.417953,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.417953,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.427808,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.427808,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.436816,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.436816,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.446237,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.446237,,
136856836,RTNINDIA,BSE,58.72,1,10.0,52.78,47.664,60.697,N,0,2023-08-28 12:46:00.455178,,
